lemma,word,type
Pestdoktor,Pestdoktor,noun
Pestepidemie,Pestepidemie,noun
Pestfriedhof,Pestfriedhof,noun
Pestgeruch,Pestgeruch,noun
Pestgrab,Pestgrab,noun
Pesthauch,Pesthauch,noun
Pesthaus,Pesthaus,noun
Pestilenz,Pestilenz,noun
Pestizid,Pestizid,noun
Pestizideinsatz,Pestizideinsatz,noun
Pestkapelle,Pestkapelle,noun
Pestkranker,,noun
Pestkreuz,Pestkreuz,noun
Pestmaske,Pestmaske,noun
Pesto,,noun
Pestpogrom,,noun
Pestspital,Pestspital,noun
Peststein,Peststein,noun
Pestsäule,Pestsäule,noun
Pestwurz,Pestwurz,noun
Petabyte,Petabyte,noun
Petameter,,noun
Petarde,Petarde,noun
Petent,Petent,noun
Petentin,Petentin,noun
Peter,,noun
Peter,,noun
Peter-I.-Insel,Peter-I.-Insel,noun
Peter-und-Paul-Kirche,Peter-und-Paul-Kirche,noun
Petereit,,noun
Peterero,Peterero,noun
Peterling,Peterling,noun
Petermännchen,Petermännchen,noun
Peters,,noun
Petersdom,Petersdom,noun
Petersen,,noun
Petershagen,,noun
Petersilie,Petersilie,noun
Peterskirche,Peterskirche,noun
Peterspfennig,Peterspfennig,noun
Petersplatz,Petersplatz,noun
Petersroda,,noun
Peterwagen,Peterwagen,noun
Petfluencer,Petfluencer,noun
Petit Four,Petit Four,noun
Petitesse,Petitesse,noun
Petitio Principii,Petitio Principii,noun
Petition,Petition,noun
Petitum,Petitum,noun
Petra,,noun
Petra,,noun
Petrarkismus,Petrarkismus,noun
Petrefakt,Petrefakt,noun
Petrikirche,Petrikirche,noun
Petrine,,noun
Petrischale,Petrischale,noun
Petrochemie,Petrochemie,noun
Petrodollar,Petrodollar,noun
Petroglyphe,Petroglyphe,noun
Petrograd,,noun
Petrohol,Petrohol,noun
Petroleum,Petroleum,noun
Petroleumgeruch,Petroleumgeruch,noun
Petroleumherd,Petroleumherd,noun
Petroleumkocher,Petroleumkocher,noun
Petroleumlampe,Petroleumlampe,noun
Petroleumleuchte,Petroleumleuchte,noun
Petroleumlicht,Petroleumlicht,noun
Petroleumofen,Petroleumofen,noun
Petronellatag,Petronellatag,noun
Petrosawodsk,,noun
Petrosol,Petrosol,noun
Petrovarianz,Petrovarianz,noun
Petrusbrief,Petrusbrief,noun
Petruskreuz,Petruskreuz,noun
Petschaft,Petschaft,noun
Pettau,,noun
Pettersen,,noun
Petting,Petting,noun
Petuh-Tanten-Deutsch,,noun
Petuhtantendeutsch,,noun
Petunie,Petunie,noun
Petze,Petze,noun
Petzen,Petzen,noun
Peyote,Peyote,noun
Peyrepertuse,Peyrepertuse,noun
Pfaar,,noun
Pfad,Pfad,noun
Pfadentscheidung,Pfadentscheidung,noun
Pfadfinder,Pfadfinder,noun
Pfadfinderin,Pfadfinderin,noun
Pfadfinderpost,Pfadfinderpost,noun
Pfadüberdeckung,Pfadüberdeckung,noun
Pfaff,,noun
Pfaffe,Pfaffe,noun
Pfaffenhofen,,noun
Pfaffenhütchen,Pfaffenhütchen,noun
Pfaffenknecht,Pfaffenknecht,noun
Pfaffenschlag bei Waidhofen an der Thaya,,noun
Pfaffenwinkel,Pfaffenwinkel,noun
Pfahl,Pfahl,noun
Pfahl,,noun
Pfahl,,noun
Pfahlgründung,Pfahlgründung,noun
Pfahlkirche,Pfahlkirche,noun
Pfahlwand,Pfahlwand,noun
Pfalz,Pfalz,noun
Pfalz,Pfalz,noun
Pfalzen,,noun
Pfalzkapelle,Pfalzkapelle,noun
Pfand,,noun
Pfandautomat,Pfandautomat,noun
Pfandbesteller,Pfandbesteller,noun
Pfandbrief,Pfandbrief,noun
Pfandflasche,Pfandflasche,noun
Pfandgläubiger,Pfandgläubiger,noun
Pfandhaus,Pfandhaus,noun
Pfandkredit,Pfandkredit,noun
Pfandleihanstalt,Pfandleihanstalt,noun
Pfandleihe,Pfandleihe,noun
Pfandleiher,Pfandleiher,noun
Pfandleiherin,Pfandleiherin,noun
Pfandschloss,Pfandschloss,noun
Pfandsiegel,Pfandsiegel,noun
Pfanne,Pfanne,noun
Pfannensaline,Pfannensaline,noun
Pfannensieb,Pfannensieb,noun
Pfannensiederei,Pfannensiederei,noun
Pfannenstiel,Pfannenstiel,noun
Pfannenwender,Pfannenwender,noun
Pfannkuchen,Pfannkuchen,noun
Pfannkuchenteig,Pfannkuchenteig,noun
Pfarramt,Pfarramt,noun
Pfarrassistent,Pfarrassistent,noun
Pfarrassistentin,Pfarrassistentin,noun
Pfarrbeauftragte,,noun
Pfarrbeauftragter,,noun
Pfarrbibliothek,Pfarrbibliothek,noun
Pfarre,Pfarre,noun
Pfarrei,Pfarrei,noun
Pfarrer,Pfarrer,noun
Pfarrer-Initiative,Pfarrer-Initiative,noun
Pfarrerin,Pfarrerin,noun
Pfarrersfrau,Pfarrersfrau,noun
Pfarrfrau,Pfarrfrau,noun
Pfarrgarten,Pfarrgarten,noun
Pfarrgemeinde,Pfarrgemeinde,noun
Pfarrhaus,Pfarrhaus,noun
Pfarrherr,Pfarrherr,noun
Pfarrkirche,Pfarrkirche,noun
Pfarrkirchen,,noun
Pfarrraum,Pfarrraum,noun
Pfau,Pfau,noun
Pfauenauge,Pfauenauge,noun
Pfauenfeder,Pfauenfeder,noun
Pfauenrad,Pfauenrad,noun
Pfauhenne,Pfauhenne,noun
Pfeffer,Pfeffer,noun
Pfeffer,,noun
Pfefferkorn,Pfefferkorn,noun
Pfefferkuchen,Pfefferkuchen,noun
Pfefferkuchenhaus,Pfefferkuchenhaus,noun
Pfefferküchler,Pfefferküchler,noun
Pfefferling,Pfefferling,noun
Pfefferminz,Pfefferminz,noun
Pfefferminz,Pfefferminz,noun
Pfefferminze,Pfefferminze,noun
Pfefferminzgeschmack,Pfefferminzgeschmack,noun
Pfefferminztee,Pfefferminztee,noun
Pfeffermühle,Pfeffermühle,noun
Pfefferoni,Pfefferoni,noun
Pfefferröhrling,Pfefferröhrling,noun
Pfefferspray,,noun
Pfefferstreuer,Pfefferstreuer,noun
Pfeidler,Pfeidler,noun
Pfeidlerin,Pfeidlerin,noun
Pfeife,Pfeife,noun
Pfeifendeckel,Pfeifendeckel,noun
Pfeifenkopf,Pfeifenkopf,noun
Pfeifenkraut,Pfeifenkraut,noun
Pfeifenraucher,Pfeifenraucher,noun
Pfeifenraucherin,Pfeifenraucherin,noun
Pfeifenstiel,Pfeifenstiel,noun
Pfeifenstrauch,Pfeifenstrauch,noun
Pfeifentabak,Pfeifentabak,noun
Pfeifer,Pfeifer,noun
Pfeifer,,noun
Pfeiffer,,noun
Pfeiffer-Drüsenfieber,Pfeiffer-Drüsenfieber,noun
Pfeifhase,Pfeifhase,noun
Pfeifkessel,Pfeifkessel,noun
Pfeifkonzert,Pfeifkonzert,noun
Pfeifsprache,Pfeifsprache,noun
Pfeifton,Pfeifton,noun
Pfeil,Pfeil,noun
Pfeildiagramm,Pfeildiagramm,noun
Pfeileisen,Pfeileisen,noun
Pfeiler,Pfeiler,noun
Pfeilerbasilika,Pfeilerbasilika,noun
Pfeilerwertigkeit,Pfeilerwertigkeit,noun
Pfeilgift,Pfeilgift,noun
Pfeilhagel,Pfeilhagel,noun
Pfeilregen,Pfeilregen,noun
Pfeilrichtung,Pfeilrichtung,noun
Pfeilschaft,Pfeilschaft,noun
Pfeilschuss,Pfeilschuss,noun
Pfeilspitze,Pfeilspitze,noun
Pfeilwunde,Pfeilwunde,noun
Pfennig,Pfennig,noun
Pfennigabsatz,Pfennigabsatz,noun
Pfennigbaum,Pfennigbaum,noun
Pfennigfuchser,Pfennigfuchser,noun
Pfennigfuchserei,Pfennigfuchserei,noun
Pfennigfuchserin,Pfennigfuchserin,noun
Pfennigkraut,Pfennigkraut,noun
Pfennigstück,Pfennigstück,noun
Pferch,Pferch,noun
Pferd,Pferd,noun
Pferdchen,Pferdchen,noun
Pferdeapfel,Pferdeapfel,noun
Pferdearsch,Pferdearsch,noun
Pferdebahn,Pferdebahn,noun
Pferdebahnlinie,Pferdebahnlinie,noun
Pferdebahnwagen,Pferdebahnwagen,noun
Pferdebestand,Pferdebestand,noun
Pferdedecke,Pferdedecke,noun
Pferdedieb,Pferdedieb,noun
Pferdediebin,Pferdediebin,noun
Pferdediebstahl,Pferdediebstahl,noun
Pferdedroschke,Pferdedroschke,noun
Pferdefleisch,Pferdefleisch,noun
Pferdefleischhauer,Pferdefleischhauer,noun
Pferdefreund,Pferdefreund,noun
Pferdefuhrwerk,Pferdefuhrwerk,noun
Pferdefutter,Pferdefutter,noun
Pferdefuß,Pferdefuß,noun
Pferdegebiss,Pferdegebiss,noun
Pferdegeruch,Pferdegeruch,noun
Pferdegespann,Pferdegespann,noun
Pferdehacke,Pferdehacke,noun
Pferdehals,Pferdehals,noun
Pferdehandel,Pferdehandel,noun
Pferdeherde,Pferdeherde,noun
Pferdehintern,Pferdehintern,noun
Pferdehuf,Pferdehuf,noun
Pferdehändler,Pferdehändler,noun
Pferdehändlerin,Pferdehändlerin,noun
Pferdekadaver,Pferdekadaver,noun
Pferdekoppel,Pferdekoppel,noun
Pferdekot,Pferdekot,noun
Pferdekrankheit,Pferdekrankheit,noun
Pferdekuss,Pferdekuss,noun
Pferdekutsche,Pferdekutsche,noun
Pferdeleib,Pferdeleib,noun
Pferdeleiche,Pferdeleiche,noun
Pferdeliebhaber,Pferdeliebhaber,noun
Pferdeliebhaberin,Pferdeliebhaberin,noun
Pferdelippe,Pferdelippe,noun
Pferdemarkt,Pferdemarkt,noun
Pferdemetzger,Pferdemetzger,noun
Pferdemilch,Pferdemilch,noun
Pferdemist,Pferdemist,noun
Pferdenarr,Pferdenarr,noun
Pferdenärrin,Pferdenärrin,noun
Pferdeomnibus,Pferdeomnibus,noun
Pferdeoper,Pferdeoper,noun
Pferderechen,Pferderechen,noun
Pferderennbahn,Pferderennbahn,noun
Pferderennen,Pferderennen,noun
Pferderücken,Pferderücken,noun
Pferdesalbe,Pferdesalbe,noun
Pferdeschlitten,Pferdeschlitten,noun
Pferdeschwanz,Pferdeschwanz,noun
Pferdesport,Pferdesport,noun
Pferdestall,Pferdestall,noun
Pferdesterben,Pferdesterben,noun
Pferdestärke,Pferdestärke,noun
Pferdetrambahn,Pferdetrambahn,noun
Pferdetränke,Pferdetränke,noun
Pferdewagen,Pferdewagen,noun
Pferdewechsel,Pferdewechsel,noun
Pferdewette,Pferdewette,noun
Pferdewirt,Pferdewirt,noun
Pferdewirtin,Pferdewirtin,noun
Pferdewoilach,Pferdewoilach,noun
Pferdewurst,Pferdewurst,noun
Pferdezucht,Pferdezucht,noun
Pferdezüchter,Pferdezüchter,noun
Pferdezüchterin,Pferdezüchterin,noun
Pferdlein,Pferdlein,noun
Pfette,Pfette,noun
Pfiff,Pfiff,noun
Pfifferling,Pfifferling,noun
Pfiffigkeit,Pfiffigkeit,noun
Pfiffikus,Pfiffikus,noun
Pfingstbewegung,Pfingstbewegung,noun
Pfingstdienstag,Pfingstdienstag,noun
Pfingsten,Pfingsten,noun
Pfingstferien,,noun
Pfingstfest,Pfingstfest,noun
Pfingstfestkreis,Pfingstfestkreis,noun
Pfingstfeuer,Pfingstfeuer,noun
Pfingstmesse,Pfingstmesse,noun
Pfingstmontag,Pfingstmontag,noun
Pfingstochse,Pfingstochse,noun
Pfingstrose,Pfingstrose,noun
Pfingstsamstag,Pfingstsamstag,noun
Pfingstsonnabend,Pfingstsonnabend,noun
Pfingstsonntag,Pfingstsonntag,noun
Pfingsttag,Pfingsttag,noun
Pfingstvogel,Pfingstvogel,noun
Pfingstwoche,Pfingstwoche,noun
Pfingstwochenende,Pfingstwochenende,noun
Pfingstzeit,Pfingstzeit,noun
Pfinztag,Pfinztag,noun
Pfirsich,Pfirsich,noun
Pfirsichbaum,Pfirsichbaum,noun
Pfirsichblüte,Pfirsichblüte,noun
Pfirsichhaut,Pfirsichhaut,noun
Pfirsichkern,Pfirsichkern,noun
Pfirsichkuchen,Pfirsichkuchen,noun
Pfirsichköpfchen,Pfirsichköpfchen,noun
Pfirsichsaft,Pfirsichsaft,noun
Pflanze,Pflanze,noun
Pflanzenanatomie,Pflanzenanatomie,noun
Pflanzenanbau,Pflanzenanbau,noun
Pflanzenart,Pflanzenart,noun
Pflanzenasche,Pflanzenasche,noun
Pflanzenbestand,Pflanzenbestand,noun
Pflanzenerde,Pflanzenerde,noun
Pflanzenfamilie,Pflanzenfamilie,noun
Pflanzenfett,Pflanzenfett,noun
Pflanzenfresser,Pflanzenfresser,noun
Pflanzenfreund,Pflanzenfreund,noun
Pflanzengattung,Pflanzengattung,noun
Pflanzengeografie,Pflanzengeografie,noun
Pflanzengesellschaft,Pflanzengesellschaft,noun
Pflanzenkleid,Pflanzenkleid,noun
Pflanzenkrankheit,Pflanzenkrankheit,noun
Pflanzenkübel,Pflanzenkübel,noun
Pflanzenname,Pflanzenname,noun
Pflanzenphysiologie,Pflanzenphysiologie,noun
Pflanzenreich,Pflanzenreich,noun
Pflanzensaft,Pflanzensaft,noun
Pflanzenschutzmittel,Pflanzenschutzmittel,noun
Pflanzensoziologie,Pflanzensoziologie,noun
Pflanzenteil,Pflanzenteil,noun
Pflanzentuff,Pflanzentuff,noun
Pflanzenvirus,,noun
Pflanzenwachstum,Pflanzenwachstum,noun
Pflanzenwelt,Pflanzenwelt,noun
Pflanzenwuchs,Pflanzenwuchs,noun
Pflanzenöl,Pflanzenöl,noun
Pflanzer,Pflanzer,noun
Pflanzloch,Pflanzloch,noun
Pflanzung,Pflanzung,noun
Pflaster,Pflaster,noun
Pflasterhirsch,,noun
Pflasterstein,Pflasterstein,noun
Pflaume,Pflaume,noun
Pflaumenbaum,Pflaumenbaum,noun
Pflaumenkern,Pflaumenkern,noun
Pflaumenkompott,Pflaumenkompott,noun
Pflaumenkuchen,Pflaumenkuchen,noun
Pflaumenmarmelade,Pflaumenmarmelade,noun
Pflaumenmus,Pflaumenmus,noun
Pflaumensaft,Pflaumensaft,noun
Pflaumentoffel,Pflaumentoffel,noun
Pflaumenwein,Pflaumenwein,noun
Pflege,Pflege,noun
Pflegeabhängigkeit,Pflegeabhängigkeit,noun
Pflegeanstalt,Pflegeanstalt,noun
Pflegebedürftiger,,noun
Pflegebedürftigkeit,Pflegebedürftigkeit,noun
Pflegeberuf,Pflegeberuf,noun
Pflegeeinrichtung,Pflegeeinrichtung,noun
Pflegeeltern,,noun
Pflegefall,Pflegefall,noun
Pflegefamilie,Pflegefamilie,noun
Pflegegeld,Pflegegeld,noun
Pflegeheim,Pflegeheim,noun
Pflegehilfskraft,Pflegehilfskraft,noun
Pflegekind,Pflegekind,noun
Pflegekraft,Pflegekraft,noun
Pflegemittel,Pflegemittel,noun
Pflegemutter,Pflegemutter,noun
Pflegepersonal,Pflegepersonal,noun
Pfleger,Pfleger,noun
Pflegerin,Pflegerin,noun
Pflegeschwester,Pflegeschwester,noun
Pflegesohn,Pflegesohn,noun
Pflegestufe,Pflegestufe,noun
Pflegestützpunkt,Pflegestützpunkt,noun
Pflegetochter,Pflegetochter,noun
Pflegevater,Pflegevater,noun
Pflegeversicherung,Pflegeversicherung,noun
Pfleghof,Pfleghof,noun
Pflegling,Pflegling,noun
Pflicht,Pflicht,noun
Pflichtaufgabe,Pflichtaufgabe,noun
Pflichtbesuch,Pflichtbesuch,noun
Pflichtbewusstsein,Pflichtbewusstsein,noun
Pflichtenheft,Pflichtenheft,noun
Pflichterfüllung,Pflichterfüllung,noun
Pflichtethik,Pflichtethik,noun
Pflichtexemplar,Pflichtexemplar,noun
Pflichtfach,Pflichtfach,noun
Pflichtgefühl,Pflichtgefühl,noun
Pflichtgegenstand,Pflichtgegenstand,noun
Pflichtlektüre,Pflichtlektüre,noun
Pflichtmandat,Pflichtmandat,noun
Pflichtschule,Pflichtschule,noun
Pflichtschullehrer,Pflichtschullehrer,noun
Pflichtschullehrerin,Pflichtschullehrerin,noun
Pflichtspiel,Pflichtspiel,noun
Pflichtsprache,Pflichtsprache,noun
Pflichtstück,Pflichtstück,noun
Pflichtteil,Pflichtteil,noun
Pflichttermin,Pflichttermin,noun
Pflichtvergessenheit,Pflichtvergessenheit,noun
Pflichtverletzung,Pflichtverletzung,noun
Pflichtverstoß,Pflichtverstoß,noun
Pflichtverteidiger,Pflichtverteidiger,noun
Pflichtverteidigerin,Pflichtverteidigerin,noun
Pflichtübung,Pflichtübung,noun
Pflock,Pflock,noun
Pflock,,noun
Pflug,Pflug,noun
Pflänzchen,Pflänzchen,noun
Pflücker,Pflücker,noun
Pflückerin,Pflückerin,noun
Pforte,Pforte,noun
Pforzheim,,noun
Pfostament,Pfostament,noun
Pfosten,Pfosten,noun
Pfostenbau,Pfostenbau,noun
Pfostenloch,Pfostenloch,noun
Pfostenschuss,Pfostenschuss,noun
Pfostenwand,Pfostenwand,noun
Pfote,Pfote,noun
Pfreimd,,noun
Pfriem,Pfriem,noun
Pfrieme,Pfrieme,noun
Pfriemförmiger Hörnling,,noun
Pfrille,Pfrille,noun
Pfrnak,Pfrnak,noun
Pfropf,Pfropf,noun
Pfropfen,Pfropfen,noun
Pfropfenschneider,Pfropfenschneider,noun
Pfropfrebe,Pfropfrebe,noun
Pfründe,Pfründe,noun
Pfründner,Pfründner,noun
Pfuhl,Pfuhl,noun
Pfullendorf,,noun
Pfullingen,,noun
Pfund,Pfund,noun
Pfundbetrag,Pfundbetrag,noun
Pfundnote,Pfundnote,noun
Pfunds,,noun
Pfungstadt,,noun
Pfusch,Pfusch,noun
Pfuscherei,Pfuscherei,noun
Pfälzer,Pfälzer,noun
Pfälzerin,Pfälzerin,noun
Pfälzisch,,noun
Pfänder,Pfänder,noun
Pfänderspiel,Pfänderspiel,noun
Pfändung,Pfändung,noun
Pfändungsfreibetrag,Pfändungsfreibetrag,noun
Pfännchen,Pfännchen,noun
Pförtchen,Pförtchen,noun
Pförtner,Pförtner,noun
Pförtnerin,Pförtnerin,noun
Pförtnerloge,Pförtnerloge,noun
Pfühl,,noun
Pfündchen,Pfündchen,noun
Pfütze,Pfütze,noun
Phablet,Phablet,noun
Phage,Phage,noun
Phagozyt,Phagozyt,noun
Phalangit,Phalangit,noun
Phalanx,Phalanx,noun
Phallokrat,Phallokrat,noun
Phallus,Phallus,noun
Phanerozoikum,Phanerozoikum,noun
Phantasie,Phantasie,noun
Phantasierer,Phantasierer,noun
Phantasieuniform,Phantasieuniform,noun
Phantasiezahl,Phantasiezahl,noun
Phantasmagorie,Phantasmagorie,noun
Phantasterei,Phantasterei,noun
Phantom,Phantom,noun
Phantombild,Phantombild,noun
Phantomempfindung,Phantomempfindung,noun
Phantomgefühl,Phantomgefühl,noun
Phantominsel,Phantominsel,noun
Phantomschmerz,Phantomschmerz,noun
Phantomspeisung,Phantomspeisung,noun
Phantomtor,Phantomtor,noun
Phantomzahl,Phantomzahl,noun
Pharao,Pharao,noun
Pharao,Pharao,noun
Pharaonengrab,Pharaonengrab,noun
Pharaotisch,Pharaotisch,noun
Pharisäer,Pharisäer,noun
Pharisäertum,Pharisäertum,noun
Pharmafirma,Pharmafirma,noun
Pharmaindustrie,Pharmaindustrie,noun
Pharmakoepidemiologie,Pharmakoepidemiologie,noun
Pharmakognosie,Pharmakognosie,noun
Pharmakologe,Pharmakologe,noun
Pharmakologie,Pharmakologie,noun
Pharmakologin,Pharmakologin,noun
Pharmakon,Pharmakon,noun
Pharmakonzern,Pharmakonzern,noun
Pharmakopsychiatrie,Pharmakopsychiatrie,noun
Pharmastrich,Pharmastrich,noun
Pharmaunternehmen,Pharmaunternehmen,noun
Pharmazeutik,Pharmazeutik,noun
Pharmazie,Pharmazie,noun
Pharynx,Pharynx,noun
Phase,Phase,noun
Phasenkonzept,Phasenkonzept,noun
Phasenprüfer,Phasenprüfer,noun
Phasenspektrum,Phasenspektrum,noun
Phasenverschiebung,Phasenverschiebung,noun
Phaser,Phaser,noun
Phelonium,Phelonium,noun
Phenol,Phenol,noun
Phenolharz,Phenolharz,noun
Phenolphthalein,Phenolphthalein,noun
Phenolsulfonsäure,Phenolsulfonsäure,noun
Phenylalanin,Phenylalanin,noun
Phenylameisensäure,Phenylameisensäure,noun
Phenylessigsäure,Phenylessigsäure,noun
Phenylglycolsäure,Phenylglycolsäure,noun
Phenylmethanol,Phenylmethanol,noun
Pheromon,Pheromon,noun
Phi,Phi,noun
Philadelphia,,noun
Philadelphie,Philadelphie,noun
Philadelphus,,noun
Philadelphus coronarius,,noun
Philanthrop,Philanthrop,noun
Philanthropie,Philanthropie,noun
Philanthropin,Philanthropin,noun
Philatelie,Philatelie,noun
Philateliegeschichte,Philateliegeschichte,noun
Philatelist,Philatelist,noun
Philatelistin,Philatelistin,noun
Philemon,,noun
Philemonbrief,Philemonbrief,noun
Philharmonie,Philharmonie,noun
Philharmoniker,Philharmoniker,noun
Philharmonikerin,Philharmonikerin,noun
Philhellene,Philhellene,noun
Philine,,noun
Philipp,,noun
Philipper,Philipper,noun
Philipperbrief,Philipperbrief,noun
Philippika,Philippika,noun
Philippina,Philippina,noun
Philippinen,,noun
Philippiner,Philippiner,noun
Philippinerin,Philippinerin,noun
Philippinisch,,noun
Philippinischer Peso,Philippinische Peso,noun
Philippino,Philippino,noun
Philippsburg,,noun
Philippusevangelium,Philippusevangelium,noun
Philippuskirche,Philippuskirche,noun
Philister,Philister,noun
Phillip,,noun
Phillumenie,Phillumenie,noun
Phillumenist,Phillumenist,noun
Phillumenistin,Phillumenistin,noun
Philodendron,,noun
Philogynie,Philogynie,noun
Philokartie,Philokartie,noun
Philokartist,Philokartist,noun
Philologe,Philologe,noun
Philologie,Philologie,noun
Philologieprofessor,Philologieprofessor,noun
Philologin,Philologin,noun
Philosemit,Philosemit,noun
Philosemitismus,Philosemitismus,noun
Philosoph,Philosoph,noun
Philosophaster,Philosophaster,noun
Philosophie,Philosophie,noun
Philosophiegeschichte,Philosophiegeschichte,noun
Philosophieprofessor,Philosophieprofessor,noun
Philosophieprofessorin,Philosophieprofessorin,noun
Philosophiestudent,Philosophiestudent,noun
Philosophiestudium,Philosophiestudium,noun
Philosophin,Philosophin,noun
Philtrum,Philtrum,noun
Phimose,Phimose,noun
Phishing,Phishing,noun
Phlebitis,Phlebitis,noun
Phlebografie,Phlebografie,noun
Phlebotomie,Phlebotomie,noun
Phlegma,Phlegma,noun
Phlegmatiker,Phlegmatiker,noun
Phlegmatikerin,Phlegmatikerin,noun
Phlegmatikus,Phlegmatikus,noun
Phloem,Phloem,noun
Phlogiston,Phlogiston,noun
Phnom Penh,,noun
Phobie,Phobie,noun
Phobiker,Phobiker,noun
Phobikerin,Phobikerin,noun
Phobos,Phobos,noun
Phoenix,,noun
Phon,Phon,noun
Phon,Phon,noun
Phonagnosie,Phonagnosie,noun
Phonation,Phonation,noun
Phonem,Phonem,noun
Phonemanalyse,Phonemanalyse,noun
Phonematik,Phonematik,noun
Phonemik,Phonemik,noun
Phoneminventar,Phoneminventar,noun
Phonemopposition,Phonemopposition,noun
Phonemspaltung,Phonemspaltung,noun
Phonemsystem,Phonemsystem,noun
Phonemvariation,Phonemvariation,noun
Phonemverschmelzung,Phonemverschmelzung,noun
Phonetik,Phonetik,noun
Phonetiker,Phonetiker,noun
Phonetikerin,Phonetikerin,noun
Phoniatrie,Phoniatrie,noun
Phonie,Phonie,noun
Phonogramm,Phonogramm,noun
Phonograph,Phonograph,noun
Phonographie,Phonographie,noun
Phonologe,Phonologe,noun
Phonologie,Phonologie,noun
Phonologin,Phonologin,noun
Phonometer,Phonometer,noun
Phonometrie,Phonometrie,noun
Phonopost,Phonopost,noun
Phonopost-Sendung,Phonopost-Sendung,noun
Phonopostsendung,Phonopostsendung,noun
Phonotaktik,Phonotaktik,noun
Phorminx,Phorminx,noun
Phoronomie,Phoronomie,noun
Phoropter,Phoropter,noun
Phosphat,Phosphat,noun
Phosphatbelastung,Phosphatbelastung,noun
Phosphatgehalt,Phosphatgehalt,noun
Phosphen,Phosphen,noun
Phosphor,,noun
Phosphoratom,Phosphoratom,noun
Phosphorbombe,Phosphorbombe,noun
Phosphorsäure,Phosphorsäure,noun
Phosphorsäureester,Phosphorsäureester,noun
Phosphorverbindung,Phosphorverbindung,noun
Photo-Shooting,Photo-Shooting,noun
Photochlorierung,Photochlorierung,noun
Photogenität,Photogenität,noun
Photogrammetrie,Photogrammetrie,noun
Photograph,Photograph,noun
Photographie,Photographie,noun
Photographin,Photographin,noun
Photoionisation,Photoionisation,noun
Photoionisationsdetektor,Photoionisationsdetektor,noun
Photokopie,Photokopie,noun
Photometeor,Photometeor,noun
Photometer,Photometer,noun
Photon,Photon,noun
Photonentorpedo,Photonentorpedo,noun
Photooxidation,Photooxidation,noun
Photopolymerisation,Photopolymerisation,noun
Photopsie,Photopsie,noun
Photoshooting,Photoshooting,noun
Photosphäre,Photosphäre,noun
Photosynthese,Photosynthese,noun
Photovoltaik,Photovoltaik,noun
Photovoltaikanlage,Photovoltaikanlage,noun
Photozelle,Photozelle,noun
Phrase,Phrase,noun
Phrasem,Phrasem,noun
Phrasenlänge,Phrasenlänge,noun
Phrasenschwein,Phrasenschwein,noun
Phrasenstruktur,Phrasenstruktur,noun
Phrasenstrukturgrammatik,Phrasenstrukturgrammatik,noun
Phrasenstrukturregel,Phrasenstrukturregel,noun
Phraseolexem,Phraseolexem,noun
Phraseologie,Phraseologie,noun
Phraseologismus,Phraseologismus,noun
Phraseonym,Phraseonym,noun
Phraseoschablone,Phraseoschablone,noun
Phrenologie,Phrenologie,noun
Phrygien,,noun
Phryne,Phryne,noun
Phthalat,Phthalat,noun
Phthalimid,Phthalimid,noun
Phthalsäure,Phthalsäure,noun
Phykologie,Phykologie,noun
Phyllis,,noun
Phyllosphäre,Phyllosphäre,noun
Phylogenese,Phylogenese,noun
Phylogenie,Phylogenie,noun
Phylum,Phylum,noun
Physik,Physik,noun
Physikalismus,Physikalismus,noun
Physikarbeit,Physikarbeit,noun
Physikat,Physikat,noun
Physikbuch,Physikbuch,noun
Physiker,Physiker,noun
Physikerin,Physikerin,noun
Physiklehrer,Physiklehrer,noun
Physiklehrerin,Physiklehrerin,noun
Physikochemiker,Physikochemiker,noun
Physikprofessor,Physikprofessor,noun
Physikprofessorin,Physikprofessorin,noun
Physikstudent,Physikstudent,noun
Physikstudentin,Physikstudentin,noun
Physikstudium,Physikstudium,noun
Physikum,Physikum,noun
Physikunterricht,Physikunterricht,noun
Physiognomie,Physiognomie,noun
Physiognomik,Physiognomik,noun
Physiognomiker,Physiognomiker,noun
Physiognomikerin,Physiognomikerin,noun
Physiologe,Physiologe,noun
Physiologie,Physiologie,noun
Physiologin,Physiologin,noun
Physiotherapeut,Physiotherapeut,noun
Physiotherapeutin,Physiotherapeutin,noun
Physiotherapie,Physiotherapie,noun
Physis,Physis,noun
Phytolith,Phytolith,noun
Phytologie,Phytologie,noun
Phytomedizin,Phytomedizin,noun
Phytopathologie,Phytopathologie,noun
Phytotomie,Phytotomie,noun
Phäake,Phäake,noun
Phänomen,Phänomen,noun
Phänomenologe,Phänomenologe,noun
Phänomenologie,Phänomenologie,noun
Phänomenologin,Phänomenologin,noun
Phänotyp,Phänotyp,noun
Phäomelanin,Phäomelanin,noun
Phönix,Phönix,noun
Phönizien,,noun
Phönizier,Phönizier,noun
Phönizierin,Phönizierin,noun
Pi,Pi,noun
Pia,,noun
Piacenza,,noun
Piaffe,Piaffe,noun
Pianist,Pianist,noun
Pianistin,Pianistin,noun
Piano,Piano,noun
Piano,Piano,noun
Pianospieler,Pianospieler,noun
Pianospielerin,Pianospielerin,noun
Pians,,noun
Piaster,Piaster,noun
Pica,Pica,noun
Pica,Pica,noun
Picardie,Picardie,noun
Piccadilly,,noun
Piccolo,Piccolo,noun
Piccolo,Piccolo,noun
